Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
TREASURE AT TAMPINES,"1,765,000","1,323.97","1,333",12 May 2020,19 TAMPINES LANE #05-71,New Sale,Strata,123,"14,350",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528476,18,52,East Region,Tampines
PARC CENTENNIAL,"1,700,000","1,248.62","1,361",12 May 2020,100 KAMPONG JAVA ROAD #04-01,Resale,Strata,116,"14,655",-,Apartment,1,Freehold,2011,Private,228867,09,22,Central Region,Novena
STIRLING RESIDENCES,"1,201,000",635.08,"1,891",12 May 2020,23 STIRLING ROAD #07-12,New Sale,Strata,59,"20,356",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148961,03,14,Central Region,Queenstown
PARC CLEMATIS,"859,000",516.67,"1,663",12 May 2020,8C JALAN LEMPENG #18-37,New Sale,Strata,48,"17,896",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,128825,05,12,West Region,Clementi
COMMONWEALTH TOWERS,"838,000",462.85,"1,811",12 May 2020,232 COMMONWEALTH AVENUE #16-13,Resale,Strata,43,"19,488",-,Condominium,1,99 yrs from 07/05/2013,2017,Private,149740,03,14,Central Region,Queenstown
THE RAINTREE,"1,490,000","1,431.61","1,041",12 May 2020,93 BUKIT DRIVE #01-30,Resale,Strata,133,"11,203",-,Condominium,1,99 yrs from 01/03/2003,2008,Private,587844,21,58,West Region,Bukit Panjang
OPERA ESTATE,"2,200,800","2,286.27",963,12 May 2020,76 DIDO STREET,Resale,Land,212.4,"10,362",-,Terrace House,1,Freehold,-,Private,459500,15,45,East Region,Bedok
CLUNY PARK RESIDENCE,"4,000,000","1,646.89","2,429",12 May 2020,99 CLUNY PARK ROAD #04-06,Resale,Strata,153,"26,144",-,Condominium,1,Freehold,2016,Private,257496,10,25,Central Region,Tanglin
KENT RIDGE HILL RESIDENCES,"1,360,000",893.41,"1,522",12 May 2020,50 SOUTH BUONA VISTA ROAD #05-02,New Sale,Strata,83,"16,386",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,HDB,118167,05,11,Central Region,Queenstown
THE FLORENCE RESIDENCES,"715,000",484.38,"1,476",12 May 2020,97 HOUGANG AVENUE 2 #04-80,New Sale,Strata,45,"15,889",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,533753,19,53,North East Region,Hougang
THE GARDEN RESIDENCES,"1,060,700",613.55,"1,729",12 May 2020,9 SERANGOON NORTH VIEW #12-41,New Sale,Strata,57,"18,609",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554347,19,55,North East Region,Serangoon
OPERA ESTATE,"1,888,000","1,283.07","1,471",12 May 2020,11A DAFNE STREET,Resale,Land,119.2,"15,839",-,Terrace House,1,Freehold,-,HDB,459531,15,45,East Region,Bedok
THE ORCHARD RESIDENCES,"6,580,000","2,174.33","3,026",12 May 2020,238 ORCHARD BOULEVARD #50-08,Resale,Strata,202,"32,574",-,Apartment,1,99 yrs from 13/03/2006,2010,N.A,237973,09,23,Central Region,Orchard
35 GILSTEAD,"1,823,235",699.66,"2,606",12 May 2020,35 GILSTEAD ROAD #04-13,New Sale,Strata,65,"28,050",-,Apartment,1,Freehold,Uncompleted,HDB,309079,11,30,Central Region,Novena
LAKEHOLMZ,"1,290,000","1,517.72",850,12 May 2020,88 CORPORATION ROAD #09-18,Resale,Strata,141,"9,149",-,Condominium,1,99 yrs from 29/10/2001,2005,HDB,649823,22,64,West Region,Jurong West
VIEW AT KISMIS,"1,052,000",592.02,"1,777",12 May 2020,21 LORONG KISMIS #05-26,New Sale,Strata,55,"19,127",-,Apartment,1,99 yrs from 31/05/2019,Uncompleted,HDB,596187,21,59,Central Region,Bukit Timah
VIEW AT KISMIS,"1,207,000",710.42,"1,699",12 May 2020,25 LORONG KISMIS #05-34,New Sale,Strata,66,"18,288",-,Apartment,1,99 yrs from 31/05/2019,Uncompleted,Private,596189,21,59,Central Region,Bukit Timah
THE SEAFRONT ON MEYER,"2,950,000","1,603.84","1,839",12 May 2020,55 MEYER ROAD #12-04,Resale,Strata,149,"19,799",-,Condominium,1,Freehold,2010,HDB,437978,15,43,Central Region,Marine Parade
N.A.,"16,200,000","10,061.11","1,610",12 May 2020,51 OEI TIONG HAM PARK,Resale,Land,934.7,"17,332",-,Detached House,1,Freehold,-,Private,267056,10,26,Central Region,Bukit Timah
PIERMONT GRAND,"959,850",839.59,"1,143",12 May 2020,34 SUMANG WALK #15-25,New Sale,Strata,78,"12,306",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828622,19,82,North East Region,Punggol
SUNRISE GARDENS,"920,000","1,248.62",737,12 May 2020,55 SUNRISE AVENUE #02-07,Resale,Strata,116,"7,931",-,Condominium,1,99 yrs from 24/06/1995,1998,Private,806747,28,80,North East Region,Ang Mo Kio
PARC ESTA,"1,510,000",958,"1,576",12 May 2020,914 SIMS AVENUE #03-68,New Sale,Strata,89,"16,966",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408973,14,40,Central Region,Geylang
SELETARIS,"1,600,000","1,926.76",830,13 May 2020,503 SEMBAWANG ROAD #01-27,Resale,Strata,179,"8,939",-,Condominium,1,Freehold,2001,HDB,757707,27,75,North Region,Sembawang
SOUTH BEACH RESIDENCES,"3,190,000",936.47,"3,406",13 May 2020,28 BEACH ROAD #43-02,Resale,Strata,87,"36,667",-,Apartment,1,99 yrs from 10/12/2007,2016,HDB,189762,07,18,Central Region,Downtown Core
EIGHT COURTYARDS,"850,000",861.12,987,13 May 2020,6 CANBERRA DRIVE #04-05,Resale,Strata,80,"10,625",-,Condominium,1,99 yrs from 20/09/2010,2014,Private,768140,27,76,North Region,Yishun
RIVERSOUND RESIDENCE,"940,000",947.23,992,13 May 2020,5 SENGKANG EAST AVENUE #08-17,Resale,Strata,88,"10,682",-,Condominium,1,99 yrs from 26/08/2011,2015,HDB,544740,19,54,North East Region,Sengkang
STIRLING RESIDENCES,"1,504,000",764.24,"1,968",13 May 2020,23 STIRLING ROAD #39-17,New Sale,Strata,71,"21,183",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148961,03,14,Central Region,Queenstown
STIRLING RESIDENCES,"1,221,000",635.08,"1,923",13 May 2020,25 STIRLING ROAD #34-27,New Sale,Strata,59,"20,695",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148962,03,14,Central Region,Queenstown
PARC CLEMATIS,"1,068,000",688.9,"1,550",13 May 2020,8B JALAN LEMPENG #14-32,New Sale,Strata,64,"16,688",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,128824,05,12,West Region,Clementi
MARINA ONE RESIDENCES,"3,852,000","1,517.72","2,538",13 May 2020,21 MARINA WAY #23-18,Resale,Strata,141,"27,319",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018978,01,01,Central Region,Downtown Core
EUHABITAT,"610,000",548.96,"1,111",13 May 2020,208 JALAN EUNOS #04-61,Resale,Strata,51,"11,961",-,Condominium,1,99 yrs from 06/12/2010,2015,Private,419548,14,41,East Region,Bedok
TREASURE AT TAMPINES,"1,376,000","1,033.34","1,332",13 May 2020,51 TAMPINES LANE #12-175,New Sale,Strata,96,"14,333",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528460,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,412,000","1,033.34","1,366",13 May 2020,17 TAMPINES LANE #08-69,New Sale,Strata,96,"14,708",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528477,18,52,East Region,Tampines
PIERMONT GRAND,"957,420",839.59,"1,140",13 May 2020,40 SUMANG WALK #08-37,New Sale,Strata,78,"12,275",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828625,19,82,North East Region,Punggol
JADESCAPE,"1,346,500",764.24,"1,762",13 May 2020,4 SHUNFU ROAD #18-18,New Sale,Strata,71,"18,965",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575743,20,57,Central Region,Bishan
Q BAY RESIDENCES,"1,318,888","1,119.46","1,178",13 May 2020,5 TAMPINES STREET 86 #15-19,Resale,Strata,104,"12,682",-,Condominium,1,99 yrs from 21/08/2012,2016,HDB,528585,18,52,East Region,Tampines
THE TENNERY,"890,000",850.36,"1,047",13 May 2020,3 WOODLANDS ROAD #07-03,Resale,Strata,79,"11,266",-,Apartment,1,99 yrs from 24/05/2010,2014,HDB,677901,23,67,West Region,Choa Chu Kang
ROXY SQUARE,"1,259,000","1,259.39","1,000",13 May 2020,50 EAST COAST ROAD #07-04,Resale,Strata,117,"10,761",-,Apartment,1,9999 yrs from 02/06/1995,1991,Private,428769,15,42,Central Region,Marine Parade
THE FLORENCE RESIDENCES,"1,117,000",721.19,"1,549",13 May 2020,81 HOUGANG AVENUE 2 #14-03,New Sale,Strata,67,"16,672",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538859,19,53,North East Region,Hougang
ONE PEARL BANK,"1,684,000",699.66,"2,407",13 May 2020,1 PEARL BANK #16-05,New Sale,Strata,65,"25,908",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,HDB,169016,03,16,Central Region,Outram
BALLOTA PARK CONDOMINIUM,"950,000","1,313.21",723,13 May 2020,150 MARIAM WAY #06-04,Resale,Strata,122,"7,787",-,Condominium,1,Freehold,2000,HDB,507079,17,50,East Region,Pasir Ris
RIVERTREES RESIDENCES,"1,600,000","1,356.26","1,180",13 May 2020,21 FERNVALE CLOSE #09-06,Resale,Strata,126,"12,698",-,Apartment,1,99 yrs from 28/08/2013,2017,Private,797460,28,79,North East Region,Sengkang
MARINA ONE RESIDENCES,"3,953,666","1,506.96","2,624",13 May 2020,21 MARINA WAY #21-18,Resale,Strata,140,"28,240",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018978,01,01,Central Region,Downtown Core
MARINA ONE RESIDENCES,"3,991,000","1,506.96","2,648",13 May 2020,21 MARINA WAY #22-18,Resale,Strata,140,"28,507",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018978,01,01,Central Region,Downtown Core
THE TAPESTRY,"689,620",441.32,"1,563",13 May 2020,61 TAMPINES STREET 86 #14-45,New Sale,Strata,41,"16,820",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,N.A,528510,18,52,East Region,Tampines
JUI RESIDENCES,"1,530,000",893.41,"1,713",13 May 2020,1177 SERANGOON ROAD #13-02,New Sale,Strata,83,"18,434",-,Apartment,1,Freehold,Uncompleted,Private,328231,12,32,Central Region,Kallang
MARTIN MODERN,"1,993,100",764.24,"2,608",14 May 2020,10 MARTIN PLACE #11-10,New Sale,Strata,71,"28,072",-,Condominium,1,99 yrs from 28/09/2016,Uncompleted,Private,237963,09,23,Central Region,River Valley
THE MEYERISE,"2,900,000","1,280.92","2,264",14 May 2020,97 MEYER ROAD #20-07,Resale,Strata,119,"24,370",-,Condominium,1,Freehold,2014,Private,437918,15,43,Central Region,Marine Parade
AUSTVILLE RESIDENCES,"840,000","1,097.93",765,14 May 2020,11 SENGKANG EAST AVENUE #02-02,Resale,Strata,102,"8,235",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,Private,544804,19,54,North East Region,Sengkang
LYNNSVILLE 331,"2,120,000","2,981.63",711,14 May 2020,331C PASIR PANJANG ROAD,Resale,Strata,277,"7,653",-,Terrace House,1,Freehold,2009,HDB,117471,05,11,Central Region,Queenstown
CONCOURSE SKYLINE,"2,350,000","1,345.5","1,747",14 May 2020,296 BEACH ROAD #07-03,Resale,Strata,125,"18,800",-,Apartment,1,99 yrs from 13/03/2008,2014,Private,199599,07,19,Central Region,Kallang
CONCOURSE SKYLINE,"1,850,000","1,151.75","1,606",14 May 2020,296 BEACH ROAD #20-08,Resale,Strata,107,"17,290",-,Apartment,1,99 yrs from 13/03/2008,2014,Private,199599,07,19,Central Region,Kallang
THE FLORENCE RESIDENCES,"1,380,000",893.41,"1,545",14 May 2020,89 HOUGANG AVENUE 2 #08-42,New Sale,Strata,83,"16,627",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538863,19,53,North East Region,Hougang
BARTLEY RIDGE,"743,000",495.14,"1,501",14 May 2020,30 MOUNT VERNON ROAD #15-06,Resale,Strata,46,"16,152",-,Condominium,1,99 yrs from 16/04/2012,2016,HDB,368055,13,36,Central Region,Toa Payoh
ST MICHAEL REGENCY,"1,250,000",925.7,"1,350",14 May 2020,38 ST. MICHAEL'S ROAD #10-04,Resale,Strata,86,"14,535",-,Apartment,1,Freehold,2010,Private,328008,12,32,Central Region,Kallang
KENT RIDGE HILL RESIDENCES,"1,409,000",893.41,"1,577",14 May 2020,50A SOUTH BUONA VISTA ROAD #05-13,New Sale,Strata,83,"16,976",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,Private,118179,05,11,Central Region,Queenstown
KENT RIDGE HILL RESIDENCES,"923,000",516.67,"1,786",14 May 2020,62A SOUTH BUONA VISTA ROAD #01-38,New Sale,Strata,48,"19,229",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,HDB,117325,05,11,Central Region,Queenstown
TREASURE AT TAMPINES,"920,000",678.13,"1,357",14 May 2020,11 TAMPINES LANE #04-41,New Sale,Strata,63,"14,603",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528480,18,52,East Region,Tampines
KENT RIDGE HILL RESIDENCES,"1,409,000",742.72,"1,897",14 May 2020,66 SOUTH BUONA VISTA ROAD #03-69,New Sale,Strata,69,"20,420",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,Private,118175,05,11,Central Region,Queenstown
RIVERFRONT RESIDENCES,"707,000",516.67,"1,368",14 May 2020,51 HOUGANG AVENUE 7 #11-56,New Sale,Strata,48,"14,729",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533818,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"741,000",473.62,"1,565",14 May 2020,26 SERANGOON NORTH AVENUE 1 #03-44,New Sale,Strata,44,"16,841",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,Private,554340,19,55,North East Region,Serangoon
KINGSFORD WATERBAY,"1,020,000",850.36,"1,199",14 May 2020,78 UPPER SERANGOON VIEW #05-68,Resale,Strata,79,"12,911",-,Apartment,1,99 yrs from 03/03/2014,2018,HDB,533879,19,53,North East Region,Hougang
AFFINITY AT SERANGOON,"792,000",559.73,"1,415",14 May 2020,26 SERANGOON NORTH AVENUE 1 #01-50,New Sale,Strata,52,"15,231",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554340,19,55,North East Region,Serangoon
PARC ESTA,"1,732,000","1,033.34","1,676",14 May 2020,916 SIMS AVENUE #07-72,New Sale,Strata,96,"18,042",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408974,14,40,Central Region,Geylang
TREASURE AT TAMPINES,"1,314,000","1,033.34","1,272",14 May 2020,51 TAMPINES LANE #04-175,New Sale,Strata,96,"13,688",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528460,18,52,East Region,Tampines
THE FLORENCE RESIDENCES,"745,000",484.38,"1,538",14 May 2020,81 HOUGANG AVENUE 2 #09-01,New Sale,Strata,45,"16,556",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538859,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,364,000",936.47,"1,457",14 May 2020,97 HOUGANG AVENUE 2 #10-79,New Sale,Strata,87,"15,678",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,Private,533753,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,383,000",936.47,"1,477",14 May 2020,97 HOUGANG AVENUE 2 #12-79,New Sale,Strata,87,"15,897",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,533753,19,53,North East Region,Hougang
JUI RESIDENCES,"1,281,280",656.6,"1,951",14 May 2020,1177 SERANGOON ROAD #14-09,New Sale,Strata,61,"21,005",-,Apartment,1,Freehold,Uncompleted,Private,328231,12,32,Central Region,Kallang
PALM VISTA,"1,500,000","1,410.08","1,064",14 May 2020,47 LORONG G TELOK KURAU #05-04,Resale,Strata,131,"11,450",-,Apartment,1,Freehold,2008,HDB,426224,15,42,East Region,Bedok
BLOSSOM RESIDENCES,"968,000","1,087.16",890,14 May 2020,32 SEGAR ROAD #16-17,Resale,Strata,101,"9,584",-,Executive Condominium,1,99 yrs from 02/03/2011,2014,HDB,677722,23,67,West Region,Bukit Panjang
TREVISTA,"1,850,000","1,280.92","1,444",14 May 2020,23 LORONG 3 TOA PAYOH #29-11,Resale,Strata,119,"15,546",-,Condominium,1,99 yrs from 15/07/2008,2011,Private,319582,12,31,Central Region,Toa Payoh
PIERMONT GRAND,"1,023,030",968.76,"1,056",14 May 2020,42 SUMANG WALK #03-41,New Sale,Strata,90,"11,367",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828626,19,82,North East Region,Punggol
TERRASSE,"910,000",807.3,"1,127",14 May 2020,35 TERRASSE LANE #03-77,Resale,Strata,75,"12,133",-,Condominium,1,99 yrs from 23/08/2010,2014,Private,544781,19,54,North East Region,Hougang
PARC ESTA,"1,675,000","1,119.46","1,496",14 May 2020,914 SIMS AVENUE #18-68,New Sale,Strata,104,"16,106",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408973,14,40,Central Region,Geylang
QUEENS PEAK,"3,220,000","2,002.1","1,608",15 May 2020,3 DUNDEE ROAD #34-18,New Sale,Strata,186,"17,312",-,Condominium,1,99 yrs from 28/09/2015,2020,Private,149457,03,14,Central Region,Queenstown
N.A.,"3,700,000","2,950.41","1,254",15 May 2020,61 SURIN AVENUE,Resale,Land,274.1,"13,499",-,Semi-Detached House,1,Freehold,2002,Private,535649,19,53,North East Region,Hougang
NORTHOAKS,"1,205,000","2,486.48",485,15 May 2020,22 WOODLANDS CRESCENT #15-35,Resale,Strata,231,"5,216",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,HDB,738082,25,73,North Region,Woodlands
SIMS RESIDENCES,"1,068,000","1,184.04",902,15 May 2020,8 LORONG 39 GEYLANG #03-07,Resale,Strata,110,"9,709",-,Apartment,1,99 yrs from 11/08/1997,2002,Private,387882,14,38,Central Region,Geylang
QUEENS,"1,540,000","1,184.04","1,301",15 May 2020,10 STIRLING ROAD #28-04,Resale,Strata,110,"14,000",-,Condominium,1,99 yrs from 16/02/1998,2002,HDB,148954,03,14,Central Region,Queenstown
VENTURA HEIGHTS,"3,000,000","4,660.81",644,15 May 2020,71D JALAN LIM TAI SEE,Resale,Strata,433,"6,928",-,Semi-Detached House,1,Freehold,2011,Private,266273,10,26,Central Region,Bukit Timah
JADESCAPE,"2,131,500","1,259.39","1,692",15 May 2020,6 SHUNFU ROAD #11-24,New Sale,Strata,117,"18,218",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575744,20,57,Central Region,Bishan
THE TRE VER,"1,656,000","1,108.69","1,494",15 May 2020,66 POTONG PASIR AVENUE 1 #04-31,New Sale,Strata,103,"16,078",-,Condominium,1,99 yrs from 27/03/2018,Uncompleted,HDB,358394,13,35,Central Region,Toa Payoh
THE FLORENCE RESIDENCES,"1,374,000",936.47,"1,467",15 May 2020,97 HOUGANG AVENUE 2 #11-79,New Sale,Strata,87,"15,793",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,533753,19,53,North East Region,Hougang
N.A.,"3,500,000","1,670.57","2,095",15 May 2020,254 JOO CHIAT ROAD,Resale,Land,155.2,"22,552",-,Terrace House,1,Freehold,-,Private,427508,15,42,Central Region,Geylang
THE ARTE,"1,910,000","1,399.32","1,365",15 May 2020,21 JALAN RAJA UDANG #24-05,Resale,Strata,130,"14,692",-,Condominium,1,Freehold,2010,HDB,329215,12,32,Central Region,Novena
REZI 24,"1,052,000",645.84,"1,629",15 May 2020,39 LORONG 24 GEYLANG #06-17,New Sale,Strata,60,"17,533",-,Apartment,1,Freehold,Uncompleted,Private,398636,14,39,Central Region,Geylang
OLA,"1,246,000","1,054.87","1,181",15 May 2020,86 ANCHORVALE CRESCENT #08-34,New Sale,Strata,98,"12,714",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,HDB,544561,19,54,North East Region,Sengkang
KOPAR AT NEWTON,"1,600,000",688.9,"2,323",15 May 2020,6 MAKEWAY AVENUE #13-08,New Sale,Strata,64,"25,000",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,Private,228606,09,22,Central Region,Novena
ASTON RESIDENCE,"2,000,000","4,714.63",424,15 May 2020,209 JALAN LOYANG BESAR #01-25,Resale,Strata,438,"4,566",-,Detached House,1,946 yrs from 01/01/1938,2010,HDB,509489,17,50,East Region,Pasir Ris
AFFINITY AT SERANGOON,"922,000",645.84,"1,428",15 May 2020,30 SERANGOON NORTH AVENUE 1 #01-74,New Sale,Strata,60,"15,367",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554342,19,55,North East Region,Serangoon
THOMSON THREE,"780,000",495.14,"1,575",15 May 2020,43 BRIGHT HILL DRIVE #07-09,Resale,Strata,46,"16,957",-,Apartment,1,99 yrs from 07/11/2012,2016,HDB,573894,20,57,Central Region,Bishan
DUKES RESIDENCE,"2,300,000","1,151.75","1,997",15 May 2020,27 DUKE'S ROAD #01-12,Resale,Strata,107,"21,495",-,Apartment,1,Freehold,2011,Private,268908,10,26,Central Region,Bukit Timah
LINCOLN SUITES,"4,485,000","2,723.29","1,647",15 May 2020,1 KHIANG GUAN AVENUE #25-02,Resale,Strata,253,"17,727",-,Condominium,1,Freehold,2014,N.A,308380,11,30,Central Region,Novena
PIERMONT GRAND,"1,027,890",990.29,"1,038",15 May 2020,40 SUMANG WALK #17-37,New Sale,Strata,92,"11,173",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828625,19,82,North East Region,Punggol
RIVERSAILS,"1,168,000","1,065.64","1,096",15 May 2020,14 UPPER SERANGOON CRESCENT #13-36,Resale,Strata,99,"11,798",-,Condominium,1,99 yrs from 07/12/2011,2016,HDB,534029,19,53,North East Region,Hougang
BEAUTY WORLD CENTRE,"1,580,000","1,969.81",802,15 May 2020,144 UPPER BUKIT TIMAH ROAD #24-01,Resale,Strata,183,"8,634",-,Apartment,1,99 yrs from 18/09/1979,-,Private,588177,21,58,Central Region,Bukit Timah
TREASURE AT TAMPINES,"800,000",592.02,"1,351",16 May 2020,3 TAMPINES LANE #02-13,New Sale,Strata,55,"14,545",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528483,18,52,East Region,Tampines
STIRLING RESIDENCES,"1,205,000",635.08,"1,897",16 May 2020,23 STIRLING ROAD #08-12,New Sale,Strata,59,"20,424",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148961,03,14,Central Region,Queenstown
PARC CLEMATIS,"1,404,000",914.94,"1,535",16 May 2020,8F JALAN LEMPENG #10-58,New Sale,Strata,85,"16,518",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,126740,05,12,West Region,Clementi
PARC ESTA,"1,796,000","1,205.57","1,490",16 May 2020,916 SIMS AVENUE #18-77,New Sale,Strata,112,"16,036",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408974,14,40,Central Region,Geylang
VERTICUS,"1,268,000",635.08,"1,997",16 May 2020,3 JALAN KEMAMAN #10-03,New Sale,Strata,59,"21,492",-,Apartment,1,Freehold,Uncompleted,N.A,329343,12,32,Central Region,Novena
TREASURE AT TAMPINES,"1,142,000",914.94,"1,248",16 May 2020,51 TAMPINES LANE #04-178,New Sale,Strata,85,"13,435",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528460,18,52,East Region,Tampines
ONE PEARL BANK,"1,297,000",527.44,"2,459",16 May 2020,1 PEARL BANK #23-21,New Sale,Strata,49,"26,469",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,N.A,169016,03,16,Central Region,Outram
AFFINITY AT SERANGOON,"798,000",538.2,"1,483",16 May 2020,26 SERANGOON NORTH AVENUE 1 #02-51,New Sale,Strata,50,"15,960",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554340,19,55,North East Region,Serangoon
AFFINITY AT SERANGOON,"1,164,240",731.95,"1,591",16 May 2020,20 SERANGOON NORTH AVENUE 1 #14-14,New Sale,Strata,68,"17,121",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,Private,554337,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"728,500",452.09,"1,611",16 May 2020,1 SERANGOON NORTH VIEW #04-09,New Sale,Strata,42,"17,345",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,Private,554343,19,55,North East Region,Serangoon
DAINTREE RESIDENCE,"1,787,710","1,054.87","1,695",17 May 2020,11M TOH TUCK ROAD #03-66,New Sale,Strata,98,"18,242",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,Private,596134,21,59,Central Region,Bukit Timah
TREASURE AT TAMPINES,"901,000",678.13,"1,329",17 May 2020,39 TAMPINES LANE #04-129,New Sale,Strata,63,"14,302",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528466,18,52,East Region,Tampines
THE FLORENCE RESIDENCES,"772,000",473.62,"1,630",17 May 2020,93 HOUGANG AVENUE 2 #11-60,New Sale,Strata,44,"17,545",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538865,19,53,North East Region,Hougang
TREASURE AT TAMPINES,"1,229,000",914.94,"1,343",17 May 2020,7 TAMPINES LANE #04-31,New Sale,Strata,85,"14,459",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528487,18,52,East Region,Tampines
